,company_name,job_title,min_experience,total_avg_sala,avg_salary_in_lacs,min_salary,max_salary,num_of_salaries
915,TEKsystems,Senior Data Scientist,3,1820000,18.2,9.0L,23.0L,5
1069,Capco Technologies,Senior Business Analyst,7,1820000,18.2,15.0L,20.2L,24
1490,Citibank,Senior Data Engineer,6,1820000,18.2,14.0L,20.0L,4
183,Morgan Stanley,Data Scientist,2,1810000,18.1,10.5L,23.6L,13
732,Accion Labs,Data Engineer,3,1810000,18.1,8.0L,30.0L,9
767,Infosys,Senior Data Scientist,4,1810000,18.1,9.0L,30.0L,25
871,MKS Vision,Senior Data Scientist,7,1810000,18.1,15.0L,22.0L,6
799,Mercedes-Benz Research & Development India,Senior Data Scientist,3,1800000,18,10.0L,35.0L,13
822,Nagarro,Senior Data Scientist,2,1800000,18,14.3L,25.0L,10
837,ZS,Senior Data Scientist,1,1800000,18,14.5L,24.0L,8
912,Publicis,Senior Data Scientist,5,1800000,18,15.0L,28.0L,5
1007,Sapiens,Senior Business Analyst,5,1800000,18,13.8L,22.7L,44
1040,Fiserv,Senior Business Analyst,8,1800000,18,11.0L,29.8L,31
1103,Cybage,Senior Business Analyst,8,1800000,18,15.5L,23.0L,20
1335,HCL Technologies,Senior Data Engineer,4,1800000,18,5.0L,30.0L,28
1430,Dun & Bradstreet,Senior Data Engineer,7,1800000,18,14.2L,23.0L,5
120,Philips,Data Scientist,3,1790000,17.9,11.2L,30.0L,19
688,Citicorp,Data Engineer,2,1790000,17.9,13.5L,20.0L,13
753,Cognizant,Senior Data Scientist,4,1790000,17.9,12.0L,25.2L,57
1267,Games24x7,Senior Data Analyst,5,1790000,17.9,11.5L,23.1L,8
800,Mindtree,Senior Data Scientist,5,1780000,17.8,9.0L,28.1L,13
824,Globant,Senior Data Scientist,2,1780000,17.8,13.0L,26.0L,9
874,CitiusTech,Senior Data Scientist,7,1780000,17.8,15.0L,19.5L,5
1344,GE Healthcare,Senior Data Engineer,5,1780000,17.8,13.0L,24.8L,18
34,American Express,Data Scientist,2,1770000,17.7,10.8L,26.0L,48
1004,IQVIA,Senior Business Analyst,5,1770000,17.7,11.3L,26.5L,47
1241,Clarivate Analytics,Senior Data Analyst,1,1770000,17.7,10.0L,26.5L,9
793,Bajaj Finserv,Senior Data Scientist,1,1760000,17.6,10.0L,27.8L,14
810,Ford Motor,Senior Data Scientist,4,1760000,17.6,16.4L,19.5L,11
994,Synechron,Senior Business Analyst,6,1760000,17.6,9.8L,25.0L,53
1044,Amdocs,Senior Business Analyst,6,1760000,17.6,11.1L,24.9L,31
1238,Ecolab Digital Center,Senior Data Analyst,6,1760000,17.6,11.2L,22.3L,10
1378,Verizon,Senior Data Engineer,4,1760000,17.6,10.0L,30.2L,9
673,Flipkart,Data Engineer,2,1750000,17.5,9.5L,25.0L,14
924,Pitney Bowes,Senior Data Scientist,3,1750000,17.5,14.1L,22.0L,4
1059,Xoriant,Senior Business Analyst,6,1750000,17.5,11.5L,21.7L,27
1107,Accion Labs,Senior Business Analyst,7,1750000,17.5,11.0L,25.2L,19
1353,Nokia,Senior Data Engineer,5,1750000,17.5,13.5L,25.0L,14
1361,Philips,Senior Data Engineer,2,1750000,17.5,15.0L,22.0L,12
1576,Ericsson,Data Architect,8,1750000,17.5,12.8L,26.5L,5
44,SAP,Data Scientist,2,1740000,17.4,11.0L,26.0L,40
158,Credit Suisse,Data Scientist,2,1740000,17.4,11.0L,26.0L,16
1147,Epsilon,Senior Data Analyst,4,1740000,17.4,10.0L,24.5L,38
1193,Lowe's,Senior Data Analyst,1,1740000,17.4,10.4L,20.0L,15
1216,Citibank,Senior Data Analyst,2,1740000,17.4,16.0L,19.5L,12
1385,News Technology Services,Senior Data Engineer,5,1740000,17.4,12.3L,21.0L,9
1511,Samsung Research,Machine Learning Engineer,1,1740000,17.4,11.0L,25.0L,9
113,Citibank,Data Scientist,2,1730000,17.3,10.0L,24.2L,20
725,EPAM Systems,Data Engineer,4,1730000,17.3,8.8L,24.0L,10
736,Synechron,Data Engineer,4,1730000,17.3,12.5L,24.0L,9
1406,IQVIA,Senior Data Engineer,4,1730000,17.3,13.0L,21.5L,7
1441,GlobalLogic,Senior Data Engineer,3,1730000,17.3,10.4L,23.1L,5
1560,Tech Mahindra,Data Architect,13,1730000,17.3,11.2L,25.0L,12
557,PayPal,Data Analyst,1,1720000,17.2,8.0L,30.0L,25
581,Shell,Data Engineer,1,1720000,17.2,8.0L,24.0L,79
728,BCG,Data Engineer,2,1720000,17.2,14.5L,19.5L,10
1073,Intellect Design Arena,Senior Business Analyst,6,1720000,17.2,11.7L,22.5L,23
1142,UnitedHealth,Senior Data Analyst,5,1720000,17.2,8.0L,26.0L,44
789,DXC Technology,Senior Data Scientist,7,1710000,17.1,11.0L,25.0L,15
947,HSBC,Senior Business Analyst,6,1710000,17.1,9.2L,24.0L,219
1080,Coforge,Senior Business Analyst,6,1710000,17.1,11.2L,23.0L,23
1356,KPI Partners,Senior Data Engineer,4,1710000,17.1,13.5L,22.3L,14
1365,Ecolab Digital Center,Senior Data Engineer,5,1710000,17.1,12.3L,19.8L,12
71,Dell,Data Scientist,1,1700000,17,8.0L,27.0L,27
297,Indus Valley Partners,Business Analyst,1,1700000,17,14.0L,20.0L,60
588,Maersk,Data Engineer,2,1700000,17,7.8L,27.8L,55
1098,Springer Nature,Senior Business Analyst,6,1700000,17,13.0L,21.9L,20
1297,Citigroup,Senior Data Analyst,2,1700000,17,14.0L,21.0L,7
1389,PwC,Senior Data Engineer,4,1700000,17,11.4L,24.0L,9
1597,Collabera Technologies,Data Architect,8,1700000,17,12.0L,23.1L,4
39,ZS,Data Scientist,1,1690000,16.9,10.0L,25.0L,42
84,Info Edge,Data Scientist,0,1690000,16.9,12.0L,24.0L,25
187,Myntra,Data Scientist,2,1690000,16.9,8.3L,33.0L,13
841,BNY Mellon,Senior Data Scientist,1,1690000,16.9,5.2L,25.0L,7
1064,Mindtree,Senior Business Analyst,4,1690000,16.9,12.0L,22.0L,25
1117,Vedantu,Senior Business Analyst,2,1690000,16.9,6.6L,21.0L,18
1312,IBM,Senior Data Engineer,3,1690000,16.9,10.0L,25.0L,112
1363,Legato Health Technologies,Senior Data Engineer,4,1690000,16.9,11.0L,22.0L,12
1433,GE Digital,Senior Data Engineer,7,1690000,16.9,15.0L,19.9L,5
1448,Alliance Data,Senior Data Engineer,4,1690000,16.9,14.5L,19.0L,5
1464,Anju Software,Senior Data Engineer,4,1690000,16.9,6.8L,20.0L,5
1518,JP Morgan Chase,Machine Learning Engineer,3,1690000,16.9,13.0L,22.0L,7
604,Societe Generale,Data Engineer,2,1680000,16.8,9.6L,23.0L,31
772,Capgemini,Senior Data Scientist,4,1680000,16.8,11.5L,26.0L,22
907,ZF Group,Senior Data Scientist,2,1680000,16.8,14.5L,20.3L,5
1108,Infor Global Solution,Senior Business Analyst,6,1680000,16.8,13.5L,20.0L,19
1405,ITC Infotech India,Senior Data Engineer,4,1680000,16.8,10.6L,21.5L,7
1422,InfoStretch,Senior Data Engineer,4,1680000,16.8,10.7L,23.0L,6
1527,Samsung,Machine Learning Engineer,0,1680000,16.8,14.0L,21.5L,6
184,Zee Entertainment Enterprises,Data Scientist,1,1670000,16.7,13.2L,23.0L,13
290,Citibank,Business Analyst,2,1670000,16.7,8.0L,24.3L,66
752,TCS,Senior Data Scientist,4,1670000,16.7,8.6L,30.0L,79
985,Globant,Senior Business Analyst,5,1670000,16.7,12.7L,20.8L,62
1272,Blinkit,Senior Data Analyst,1,1670000,16.7,13.5L,23.0L,8
1600,GE Power,Data Architect,7,1670000,16.7,14.9L,19.0L,3
18,Optum,Data Scientist,2,1660000,16.6,11.0L,22.5L,101
25,Hewlett-Packard Enterprise,Data Scientist,2,1660000,16.6,7.1L,26.5L,70
152,Embibe,Data Scientist,0,1660000,16.6,12.0L,21.0L,16
916,Chubb Group,Senior Data Scientist,4,1660000,16.6,13.5L,21.0L,5
1154,Bharti Airtel,Senior Data Analyst,3,1660000,16.6,5.9L,22.0L,28
618,BA Continuum,Data Engineer,4,1650000,16.5,12.0L,22.8L,26
660,Ab Inbev,Data Engineer,4,1650000,16.5,8.2L,24.0L,16
833,Lam Research,Senior Data Scientist,3,1650000,16.5,13.9L,20.0L,8
1314,Optum,Senior Data Engineer,5,1650000,16.5,11.9L,21.0L,83
1401,Saama Technologies,Senior Data Engineer,4,1650000,16.5,13.7L,21.2L,7
130,Micron Technology,Data Scientist,0,1640000,16.4,11.4L,25.0L,19
333,Synechron,Business Analyst,4,1640000,16.4,9.9L,22.0L,46
775,Tech Mahindra,Senior Data Scientist,4,1640000,16.4,7.1L,25.0L,20
788,Happiest Minds Technologies,Senior Data Scientist,5,1640000,16.4,9.0L,26.0L,15
1330,Capgemini,Senior Data Engineer,3,1640000,16.4,6.8L,23.5L,35
1392,Johnson & Johnson,Senior Data Engineer,4,1640000,16.4,12.0L,21.0L,8
1411,TEKsystems,Senior Data Engineer,5,1640000,16.4,10.5L,26.0L,7
40,Oracle,Data Scientist,2,1630000,16.3,6.5L,39.0L,42
695,Rackspace,Data Engineer,3,1630000,16.3,11.0L,21.6L,12
988,Credit Suisse,Senior Business Analyst,4,1630000,16.3,10.0L,23.4L,62
1094,Sopra Banking Software,Senior Business Analyst,6,1630000,16.3,10.2L,25.0L,21
1340,Deloitte,Senior Data Engineer,4,1630000,16.3,10.5L,22.0L,23
1357,Happiest Minds Technologies,Senior Data Engineer,5,1630000,16.3,9.5L,24.5L,13
1417,Xpo Logistics,Senior Data Engineer,6,1630000,16.3,14.0L,18.0L,6
92,R Systems International,Data Scientist,2,1620000,16.2,7.5L,24.4L,23
876,Teleperformance,Senior Data Scientist,3,1620000,16.2,10.0L,20.0L,5
1014,Odessa,Senior Business Analyst,3,1620000,16.2,12.3L,24.0L,41
1137,Optum,Senior Data Analyst,5,1620000,16.2,11.0L,21.5L,51
291,Coforge,Business Analyst,5,1610000,16.1,8.3L,24.0L,66
756,Wipro,Senior Data Scientist,4,1610000,16.1,8.0L,30.0L,43
1165,Citicorp,Senior Data Analyst,2,1610000,16.1,11.5L,20.9L,23
1326,UnitedHealth,Senior Data Engineer,5,1610000,16.1,12.2L,25.0L,42
1395,Bank of America,Senior Data Engineer,4,1610000,16.1,13.5L,19.3L,8
1412,HSBC,Senior Data Engineer,5,1610000,16.1,12.0L,20.0L,7
1458,Clairvoyant India,Senior Data Engineer,5,1610000,16.1,12.0L,20.0L,5
1546,Orange Business Services,Machine Learning Engineer,5,1610000,16.1,15.0L,18.0L,4
57,Brillio,Data Scientist,1,1600000,16,9.0L,24.0L,33
186,NatWest Markets,Data Scientist,1,1600000,16,11.0L,26.0L,13
778,Harman Connected Services,Senior Data Scientist,4,1600000,16,11.5L,22.0L,19
1436,NCR Corporation,Senior Data Engineer,4,1600000,16,11.3L,22.6L,5
8,Fractal Analytics,Data Scientist,2,1590000,15.9,10.0L,23.0L,166
177,Reserve Bank Information Technology,Data Scientist,2,1590000,15.9,8.0L,23.5L,14
1015,Fidelity International,Senior Business Analyst,5,1590000,15.9,13.5L,19.0L,40
1099,Honeywell Technology Solutions,Senior Business Analyst,5,1590000,15.9,10.0L,23.8L,20
969,BNP Paribas,Senior Business Analyst,6,1580000,15.8,9.5L,24.0L,82
1023,Virtusa Consulting Services,Senior Business Analyst,5,1580000,15.8,11.0L,22.5L,36
1323,Enquero,Senior Data Engineer,2,1580000,15.8,11.5L,20.0L,46
744,ThoughtWorks,Data Engineer,1,1570000,15.7,10.0L,19.4L,9
1001,Citicorp,Senior Business Analyst,3,1570000,15.7,6.0L,25.0L,49
1017,Tsys Card Tech Services,Senior Business Analyst,6,1570000,15.7,12.5L,18.9L,40
1031,Novo Nordisk,Senior Business Analyst,6,1570000,15.7,10.3L,21.0L,34
1102,Zomato,Senior Business Analyst,2,1570000,15.7,10.0L,22.0L,20
1264,Hudson's bay Company,Senior Data Analyst,3,1570000,15.7,13.2L,18.9L,8
1391,Indegene,Senior Data Engineer,3,1570000,15.7,10.0L,18.8L,8
27,Reliance jio,Data Scientist,1,1560000,15.6,5.6L,30.0L,61
160,Delhivery,Data Scientist,1,1560000,15.6,10.0L,20.8L,16
244,Citicorp,Business Analyst,2,1560000,15.6,7.8L,21.3L,106
891,Hinduja Global Solutions,Senior Data Scientist,3,1560000,15.6,4.0L,24.7L,5
1065,TEKsystems,Senior Business Analyst,5,1560000,15.6,11.7L,20.5L,25
1112,Citigroup,Senior Business Analyst,3,1560000,15.6,9.2L,21.1L,19
1192,Indegene,Senior Data Analyst,2,1560000,15.6,11.4L,20.5L,15
444,Google,Data Analyst,1,1550000,15.5,2.6L,50.0L,63
992,Wells Fargo India,Senior Business Analyst,5,1550000,15.5,8.5L,23.6L,55
1278,TIAA Global Business Services,Senior Data Analyst,6,1550000,15.5,12.0L,21.5L,7
1337,Indium Software,Senior Data Engineer,3,1550000,15.5,9.0L,22.0L,26
1444,GEP Worldwide,Senior Data Engineer,4,1550000,15.5,13.5L,17.5L,5
62,Wells Fargo India,Data Scientist,2,1540000,15.4,5.5L,31.2L,31
353,Gartner India Research and Advisory Services,Business Analyst,2,1540000,15.4,10.0L,20.0L,41
635,IDFC FIRST Bank,Data Engineer,1,1540000,15.4,8.5L,21.9L,20
773,Dunnhumby,Senior Data Scientist,3,1540000,15.4,12.0L,22.0L,21
1415,Data Semantics,Senior Data Engineer,7,1540000,15.4,11.0L,17.4L,6
1476,GE Power,Senior Data Engineer,8,1540000,15.4,11.0L,22.0L,4
36,HDFC Bank,Data Scientist,0,1530000,15.3,9.0L,22.2L,44
537,McKinsey & Company,Data Analyst,1,1530000,15.3,9.0L,20.0L,28
795,eClerx,Senior Data Scientist,2,1530000,15.3,11.0L,21.6L,14
808,NIIT Technologies,Senior Data Scientist,2,1530000,15.3,15.0L,16.0L,11
864,Yum!,Senior Data Scientist,2,1530000,15.3,11.0L,17.8L,6
1028,eMids Technologies,Senior Business Analyst,5,1530000,15.3,10.0L,21.0L,35
1277,Cisco Systems,Senior Data Analyst,7,1530000,15.3,13.2L,20.3L,7
1319,Coforge,Senior Data Engineer,4,1530000,15.3,12.0L,18.6L,53
167,UBS,Data Scientist,2,1520000,15.2,10.2L,22.0L,15
221,Credit Suisse,Business Analyst,2,1520000,15.2,10.0L,23.0L,179
631,Wells Fargo India,Data Engineer,3,1520000,15.2,10.1L,22.0L,21
862,L&T Technology Services,Senior Data Scientist,4,1520000,15.2,9.0L,24.0L,6
974,Societe Generale,Senior Business Analyst,5,1520000,15.2,7.1L,22.5L,74
1095,Colgate Global Business Services,Senior Business Analyst,7,1520000,15.2,13.2L,17.5L,21
1138,InnovAccer,Senior Data Analyst,2,1520000,15.2,9.3L,22.0L,50
1318,Altimetrik,Senior Data Engineer,4,1520000,15.2,9.5L,21.1L,56
1399,Samsung,Senior Data Engineer,4,1520000,15.2,10.0L,21.0L,8
1452,Algonomy,Senior Data Engineer,8,1520000,15.2,13.5L,16.3L,5
1466,ACS Solution,Senior Data Engineer,3,1520000,15.2,13.8L,16.4L,5
73,Honeywell Technology Solutions,Data Scientist,2,1510000,15.1,8.5L,23.4L,26
607,Bank of America,Data Engineer,2,1510000,15.1,8.1L,22.0L,30
670,MasterCard,Data Engineer,0,1510000,15.1,13.0L,18.0L,15
1320,Cognizant,Senior Data Engineer,4,1510000,15.1,9.0L,23.0L,51
1383,Collabera Technologies,Senior Data Engineer,4,1510000,15.1,11.0L,25.0L,9
161,Abzooba India Infotech,Data Scientist,1,1500000,15,8.5L,20.1L,16
652,Novartis Healthcare,Data Engineer,2,1500000,15,9.5L,19.5L,18
740,Sigmoid Analytics,Data Engineer,1,1500000,15,12.8L,18.5L,9
748,Hashedin By Deloitte,Data Engineer,2,1500000,15,11.1L,19.0L,9
782,Coforge,Senior Data Scientist,4,1500000,15,15.0L,15.2L,18
944,Fidelity National Information Services,Senior Business Analyst,4,1500000,15,6.5L,22.0L,267
951,Quantiphi Analytics Solutions,Senior Business Analyst,2,1500000,15,11.3L,19.0L,152
991,Standard Chartered Bank,Senior Business Analyst,3,1500000,15,4.1L,30.0L,56
1171,Ford Motor,Senior Data Analyst,2,1500000,15,11.6L,18.9L,19
1250,Landis+Gyr,Senior Data Analyst,5,1500000,15,12.6L,17.5L,9
1311,Quantiphi Analytics Solutions,Senior Data Engineer,2,1500000,15,9.5L,22.5L,137
1347,NIIT Technologies,Senior Data Engineer,2,1500000,15,14.5L,15.5L,17
75,Sigmoid Analytics,Data Scientist,0,1490000,14.9,11.0L,20.0L,26
365,Goldman Sachs,Business Analyst,0,1490000,14.9,6.5L,30.0L,39
898,ITC Infotech India,Senior Data Scientist,3,1490000,14.9,12.0L,18.5L,5
903,Neewee Analytics,Senior Data Scientist,3,1490000,14.9,12.1L,21.5L,5
1049,ValueLabs,Senior Business Analyst,6,1490000,14.9,10.0L,20.0L,29
1242,Rapido,Senior Data Analyst,2,1490000,14.9,6.5L,20.4L,9
1294,Publicis,Senior Data Analyst,3,1490000,14.9,7.5L,20.0L,7
1301,XL Catlin,Senior Data Analyst,3,1490000,14.9,11.8L,17.4L,6
13,UnitedHealth,Data Scientist,2,1480000,14.8,8.3L,21.5L,120
17,Tiger Analytics,Data Scientist,2,1480000,14.8,9.0L,20.0L,102
746,Baker Hughes,Data Engineer,3,1480000,14.8,12.0L,16.5L,9
811,TheMathCompany,Senior Data Scientist,4,1480000,14.8,12.0L,18.0L,11
955,Amadeus,Senior Business Analyst,4,1480000,14.8,12.0L,18.5L,128
1122,R Systems International,Senior Business Analyst,6,1480000,14.8,9.9L,20.0L,17
171,Oyo Rooms,Data Scientist,0,1470000,14.7,10.0L,20.5L,14
348,ThoughtWorks,Business Analyst,2,1470000,14.7,8.5L,26.0L,43
768,TVS Credit Services,Senior Data Scientist,4,1470000,14.7,11.5L,21.0L,24
1218,American Express,Senior Data Analyst,2,1470000,14.7,6.1L,25.0L,12
1342,DXC Technology,Senior Data Engineer,5,1470000,14.7,9.6L,24.2L,19
10,Ericsson,Data Scientist,3,1460000,14.6,6.0L,26.9L,152
114,ValueLabs,Data Scientist,2,1460000,14.6,7.0L,22.5L,20
133,GlobalLogic,Data Scientist,2,1460000,14.6,4.0L,26.0L,18
144,Scienaptic Systems,Data Scientist,0,1460000,14.6,8.0L,19.0L,17
336,Cybage,Business Analyst,5,1460000,14.6,10.1L,20.0L,45
339,IVY Comptech,Business Analyst,4,1460000,14.6,8.5L,20.0L,44
731,Oracle,Data Engineer,2,1460000,14.6,7.0L,25.0L,10
962,bnp paribas india solutions,Senior Business Analyst,6,1460000,14.6,8.6L,21.0L,94
982,Legato Health Technologies,Senior Business Analyst,5,1460000,14.6,9.4L,20.0L,63
1039,Sopra Steria,Senior Business Analyst,3,1460000,14.6,10.0L,18.5L,31
1159,Honeywell Technology Solutions,Senior Data Analyst,4,1460000,14.6,6.0L,22.0L,26
180,Accolite Digital,Data Scientist,0,1450000,14.5,6.0L,19.5L,13
252,UBS,Business Analyst,2,1450000,14.5,7.5L,23.5L,97
298,Schlumberger,Business Analyst,3,1450000,14.5,9.0L,21.0L,59
840,Mu Sigma,Senior Data Scientist,3,1450000,14.5,12.3L,15.0L,7
865,Indium Software,Senior Data Scientist,2,1450000,14.5,8.8L,20.0L,6
1005,Epsilon,Senior Business Analyst,5,1450000,14.5,10.0L,18.2L,46
1226,Adobe,Senior Data Analyst,5,1450000,14.5,9.8L,20.0L,10
1354,UST,Senior Data Engineer,4,1450000,14.5,9.3L,21.0L,14
1427,Yash Technologies,Senior Data Engineer,5,1450000,14.5,10.0L,16.0L,5
26,Ford Motor,Data Scientist,2,1440000,14.4,10.0L,20.0L,64
90,Tredence,Data Scientist,2,1440000,14.4,8.0L,19.0L,23
809,Gramener,Senior Data Scientist,2,1440000,14.4,10.0L,20.8L,11
1026,CitiusTech,Senior Business Analyst,4,1440000,14.4,9.5L,18.0L,35
1088,Axis Bank,Senior Business Analyst,3,1440000,14.4,9.3L,22.0L,22
1164,Indium Software,Senior Data Analyst,3,1440000,14.4,10.0L,20.0L,23
1268,Iris Software,Senior Data Analyst,5,1440000,14.4,10.0L,20.0L,8
1381,Bajaj Finserv,Senior Data Engineer,1,1440000,14.4,9.7L,19.0L,9
1551,Intel,Machine Learning Engineer,1,1440000,14.4,10.5L,16.1L,4
45,Legato Health Technologies,Data Scientist,1,1430000,14.3,9.0L,21.0L,39
65,DBS Bank,Data Scientist,2,1430000,14.3,9.0L,23.7L,30
165,GE,Data Scientist,2,1430000,14.3,8.4L,24.0L,15
774,Birlasoft,Senior Data Scientist,3,1430000,14.3,8.0L,22.3L,20
867,Eversana,Senior Data Scientist,4,1430000,14.3,12.0L,17.8L,6
1086,Jocata Financial Advisory and Technology,Senior Business Analyst,6,1430000,14.3,9.0L,23.0L,22
1287,Legato Health Technologies,Senior Data Analyst,6,1430000,14.3,11.7L,21.0L,7
1315,Accenture,Senior Data Engineer,3,1430000,14.3,9.5L,22.9L,83
1339,Tech Mahindra,Senior Data Engineer,4,1430000,14.3,7.3L,27.0L,23
1480,USEReady,Senior Data Engineer,4,1430000,14.3,9.4L,18.4L,4
1488,ADP Solutions,Senior Data Engineer,4,1430000,14.3,11.6L,19.0L,4
9,Deloitte,Data Scientist,2,1420000,14.2,7.0L,25.0L,163
28,Verizon,Data Scientist,3,1420000,14.2,9.9L,21.8L,58
76,Applied Materials,Data Scientist,2,1420000,14.2,7.0L,22.0L,26
341,Gartner,Business Analyst,1,1420000,14.2,10.0L,19.0L,44
1003,Barclays,Senior Business Analyst,3,1420000,14.2,7.1L,22.7L,47
1110,Oracle Financial Services Software,Senior Business Analyst,6,1420000,14.2,8.4L,24.1L,19
1194,Ameriprise Financial,Senior Data Analyst,3,1420000,14.2,10.0L,18.1L,15
1471,Marlabs,Senior Data Engineer,2,1420000,14.2,6.7L,20.0L,4
50,KPMG,Data Scientist,2,1410000,14.1,9.0L,20.0L,36
52,HSBC,Data Scientist,2,1410000,14.1,8.5L,23.9L,36
55,Mercedes-Benz Research & Development India,Data Scientist,2,1410000,14.1,8.2L,21.0L,34
63,Kyndryl,Data Scientist,3,1410000,14.1,6.0L,30.0L,31
149,T-Systems,Data Scientist,3,1410000,14.1,7.8L,24.0L,16
317,Bank of America,Business Analyst,3,1410000,14.1,8.1L,21.5L,51
928,Omega Healthcare,Senior Data Scientist,7,1410000,14.1,10.8L,15.8L,4
960,Ernst & Young,Senior Business Analyst,3,1410000,14.1,6.3L,22.7L,110
33,EXL Service,Data Scientist,1,1400000,14,7.6L,21.0L,55
127,Exl India,Data Scientist,1,1400000,14,10.0L,18.0L,19
129,Brane Enterprises,Data Scientist,1,1400000,14,8.0L,22.5L,19
295,Meesho,Business Analyst,0,1400000,14,8.5L,18.0L,60
584,Tiger Analytics,Data Engineer,1,1400000,14,7.0L,21.0L,69
1106,Indegene,Senior Business Analyst,2,1400000,14,10.2L,21.0L,19
1176,DXC Technology,Senior Data Analyst,5,1400000,14,6.9L,20.0L,18
1375,Lumiq.ai,Senior Data Engineer,3,1400000,14,10.0L,17.5L,10
1413,AstraZeneca,Senior Data Engineer,9,1400000,14,11.0L,19.0L,6
140,Jio Platforms,Data Scientist,2,1390000,13.9,7.0L,23.0L,18
304,Capco Technologies,Business Analyst,3,1390000,13.9,6.0L,22.0L,56
421,Walmart,Data Analyst,1,1390000,13.9,3.8L,30.0L,81
553,Bank of America,Data Analyst,2,1390000,13.9,5.5L,20.0L,26
637,Paytm,Data Engineer,2,1390000,13.9,5.8L,23.0L,20
861,Ecolab Food Safety & Hygiene Solutions,Senior Data Scientist,4,1390000,13.9,11.5L,18.0L,6
939,Cognizant,Senior Business Analyst,2,1390000,13.9,9.0L,18.7L,616
1045,Allscripts,Senior Business Analyst,5,1390000,13.9,11.0L,17.7L,30
1237,Mobikwik,Senior Data Analyst,3,1390000,13.9,11.0L,17.0L,10
1292,KPI Partners,Senior Data Analyst,6,1390000,13.9,11.0L,16.0L,7
