Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
Vidyapati Singh,LTSD,0,10th Pass,46,Nawada + Bihar,8971857,2986423,2009
BHUDEO CHOUDHARY   Winner ,JD(U),0,Graduate Professional,46,Jamui + Bihar,4079000,289192,2009
ARJUN MANJHI,JGP,0,8th Pass,45,Jamui + Bihar,310000,0,2009
ASHOK CHOUDHARY,INC, 1 ,Doctorate,42,Jamui + Bihar,3455071,16950,2009
BHAGWAN DAS,BSP,0,12th Pass,61,Jamui + Bihar,3815529,250000,2009
BILAKSHAN RAVIDAS,IND,0,Doctorate,51,Jamui + Bihar,2730600,1000000,2009
GAJADHAR RAJAK,CPI,0,Literate,63,Jamui + Bihar,698173,0,2009
GULAB CHANDRA PASWAN,RKJP,0,Graduate,58,Jamui + Bihar,100000,0,2009
JAY SEKHAR MANJHI,IND,0,8th Pass,48,Jamui + Bihar,158000,0,2009
KAPILDEO DAS,IND,0,Graduate,55,Jamui + Bihar,2665000,0,2009
NUNDEO MANJHI,JVM(P),0,Graduate,54,Jamui + Bihar,670000,0,2009
OM PRAKASH PASWAN,LTSD, 3 ,8th Pass,62,Jamui + Bihar,3950000,0,2009
PAPPU RAJAK,IND,0,8th Pass,40,Jamui + Bihar,315000,0,2009
PRASADI PASWAN,JMM, 2 ,10th Pass,37,Jamui + Bihar,2346500,1000000,2009
SARYUG PASWAN,IND,0,10th Pass,65,Jamui + Bihar,390500,0,2009
SHYAM RAJAK,RJD, 2 ,Graduate,56,Jamui + Bihar,6031237,876644,2009
SUBHASH PASWAN,STPI,0,Graduate,36,Jamui + Bihar,91000,0,2009
UPENDRA RAVIDAS,Samata Party,0,10th Pass,30,Jamui + Bihar,19315000,0,2009
VIJAY PASWAN,IND,0,8th Pass,29,Jamui + Bihar,905000,0,2009
YOGENDRA PASWAN,IND,0,10th Pass,37,Jamui + Bihar,370000,400000,2009
MADAN LAL SHARMA   Winner ,INC, 1 ,10th Pass,56,Jammu + Jammu & Kashmir,11882734,149750,2009
ABDUL MAJEED MALIK,BCDP,0,Not Given,37,Jammu + Jammu & Kashmir,80000,0,2009
ASHOK KUMAR,IND,0,Graduate,45,Jammu + Jammu & Kashmir,4419044,51512,2009
BALWAN SINGH,IND,0,10th Pass,35,Jammu + Jammu & Kashmir,2200000,0,2009
CH. MUSHTAQ HUSSAIN CHOUHAN,IND,0,Graduate,38,Jammu + Jammu & Kashmir,50000,0,2009
HILAL AHMED BAIG,IND,0,Literate,29,Jammu + Jammu & Kashmir,16025000,0,2009
HUSSAIN ALI,BSP,0,10th Pass,48,Jammu + Jammu & Kashmir,25360000,900000,2009
LABHA RAM GANDHI,IND,0,10th Pass,46,Jammu + Jammu & Kashmir,285000,50000,2009
LILA KARAN SHARMA,BJP,0,Graduate Professional,68,Jammu + Jammu & Kashmir,13449407,121108,2009
NARESH DOGRA,IND,0,12th Pass,40,Jammu + Jammu & Kashmir,1999802,162000,2009
PARAS RAM POONCHI,IND,0,12th Pass,56,Jammu + Jammu & Kashmir,310000,0,2009
QARI ZAHIR ABBAS BHATTI,AIFB,0,10th Pass,39,Jammu + Jammu & Kashmir,8300000,400000,2009
RAMESH CHANDER SHARMA,IND,0,10th Pass,36,Jammu + Jammu & Kashmir,525000,26000,2009
S.TARLOK SINGH,JKPDP,0,Not Given,59,Jammu + Jammu & Kashmir,2340000,0,2009
SANJAY KUMAR,IND,0,Not Given,39,Jammu + Jammu & Kashmir,50000,0,2009
SANJEEV KUMAR MANMOTRA,LJP,0,12th Pass,42,Jammu + Jammu & Kashmir,3249800,348186,2009
SANT RAM,BHBP,0,12th Pass,73,Jammu + Jammu & Kashmir,800000,0,2009
SATISH POONCHI,IND,0,8th Pass,60,Jammu + Jammu & Kashmir,2602000,0,2009
SHAKEELA BANO,IND,0,10th Pass,32,Jammu + Jammu & Kashmir,8300000,0,2009
SURJIT SINGH,RKSP,0,Graduate Professional,58,Jammu + Jammu & Kashmir,50000,30000,2009
UDAY CHAND,DGPP,0,Post Graduate,55,Jammu + Jammu & Kashmir,152550,0,2009
P.Karunakaran   Winner ,CPM, 12 ,Post Graduate,64,Kasaragod + Kerala,17823645,0,2009
Abbas Muthalappara,IND,0,10th Pass,47,Kasaragod + Kerala,15000,0,2009
K H Madhavi,BSP, 2 ,10th Pass,35,Kasaragod + Kerala,357400,25000,2009
K Mohan Nayak,IND,0,Not Given,73,Kasaragod + Kerala,660000,0,2009
K. Surendran,BJP, 5 ,Graduate,37,Kasaragod + Kerala,571529,200000,2009
P.K. Raman,IND,0,10th Pass,48,Kasaragod + Kerala,2000,0,2009
Shahida Kamal,INC, 2 ,Graduate,40,Kasaragod + Kerala,1347520,600000,2009
K Sudhakaran Kavinte Arikathu   Winner ,INC, 3 ,Post Graduate,60,Kannur + Kerala,7359040,600000,2009
Johnson Alias Sunny Ambattu,IND,0,12th Pass,48,Kannur + Kerala,31000,0,2009
K K Balakrishnan Nambiar,BSP,0,12th Pass,52,Kannur + Kerala,383600,0,2009
K K Ragesh,CPM, 2 ,Graduate,38,Kannur + Kerala,475000,0,2009
K Ragesh,IND, 2 ,Graduate,38,Kannur + Kerala,805306,30000,2009
K Sudhakaran,IND,0,8th Pass,39,Kannur + Kerala,353900,75000,2009
P I Chandrasekharan,IND,0,10th Pass,53,Kannur + Kerala,2693500,0,2009
P P Karunakaran master,BJP, 1 ,Graduate,61,Kannur + Kerala,1690222,0,2009
Pattathil Raghavan,IND,0,Literate,82,Kannur + Kerala,1500,0,2009
Mullappally Ramachandran   Winner ,INC,0,Post Graduate,65,Vadakara + Kerala,3316300,502346,2009
Adv K Noorudheen Musaliar,BSP,0,Graduate,56,Vadakara + Kerala,10741000,0,2009
Adv P Satheedevi,CPM, 1 ,Graduate Professional,52,Vadakara + Kerala,1968782,0,2009
K P Sreesan,BJP,0,Graduate,49,Vadakara + Kerala,2164300,0,2009
Naroth Ramachandran,IND,0,5th Pass,58,Vadakara + Kerala,730250,30000,2009
P Satheedevi Pallikkal,IND,0,10th Pass,36,Vadakara + Kerala,428216,0,2009
Satheedevi,IND,0,10th Pass,42,Vadakara + Kerala,405500,0,2009
T P Chandrasekharan,IND,0,Graduate,47,Vadakara + Kerala,620361,74122,2009
M I Shanavas   Winner ,INC,0,Post Graduate,57,Wayanad + Kerala,23904424,2548978,2009
Adv Shanavas Malappuram,IND,0,Graduate Professional,36,Wayanad + Kerala,15500,0,2009
